code,chapitre,chapitre_libelle,groupe,groupe_libelle,variete,libelle,libelle_normalise,sai,revision
7342,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),42,ULCERE HEMORRAGIQUE,ULCERE HEMORRAGIQUE,non,
7344,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),44,ULCERE PERFORE,ULCERE PERFORE,non,
7346,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),46,ULCERE PERFORE-BOUCHE,ULCERE PERFORE-BOUCHE,non,
7347,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),47,ULCERE STENOSANT,ULCERE STENOSANT,non,
7348,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),48,ULCERE CICATRISE,ULCERE CICATRISE,non,
7349,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),49,ULCERE CALLEUX - ULCERE GEANT,ULCERE CALLEUX - ULCERE GEANT,non,
7350,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),50,ULCERE POST-ANASTOMOTIQUE,ULCERE POST-ANASTOMOTIQUE,non,
7360,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),60,PERTE DE SUBSTANCE IATROGENE,PERTE DE SUBSTANCE IATROGENE,non,
7370,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),70,ULCERE CANCERISE,ULCERE CANCERISE,non,
7380,7,INFLAMMATION COMMUNE,73,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC PERTE DE SUBSTANCE (SAI),80,ULCERES MULTIPLES INFLAMMATION PRODUCTIVE – BOURGEON CHARNU - GRANULOME,ULCERES MULTIPLES INFLAMMATION PRODUCTIVE – BOURGEON CHARNU - GRANULOME,non,
7400,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),00,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),oui,
7410,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),10,BOURGEON CHARNU,BOURGEON CHARNU,non,
7420,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),20,BOURGEON CHARNU HYPERPLASIQUE - GRANULOME PYOGENIQUE,BOURGEON CHARNU HYPERPLASIQUE - GRANULOME PYOGENIQUE,non,
7430,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),30,BOURGEON CHARNU TELANGIECTASIQUE,BOURGEON CHARNU TELANGIECTASIQUE,non,
7440,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),40,GRANULOME MACROPHAGIQUE RESORPTIF AVEC OU SANS CORPS ETRANGERS,GRANULOME MACROPHAGIQUE RESORPTIF AVEC OU SANS CORPS ETRANGERS,non,
7442,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),42,MYOSPHERULOSE - MALADIE SPHERULOKYSTIQUE,MYOSPHERULOSE - MALADIE SPHERULOKYSTIQUE,non,1992 AJOUT
7450,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),50,INFLAMMATION PRODUCTIVE XANTHOGRANULOMATEUSE - LIPOGRANULOME - LIPOGRANULOMATOSE,INFLAMMATION PRODUCTIVE XANTHOGRANULOMATEUSE - LIPOGRANULOME - LIPOGRANULOMATOSE,non,1998 MODIF
7451,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),51,GRANULOME CHOLESTEROLIQUE,GRANULOME CHOLESTEROLIQUE,non,1992 AJOUT
7452,7,INFLAMMATION COMMUNE,74,INFLAMMATION PRODUCTIVE AVEC TISSU DE GRANULATION (SAI),52,GRANULOME LIPOPHAGIQUE INFLAMMATION CELLULAIRE,GRANULOME LIPOPHAGIQUE INFLAMMATION CELLULAIRE,non,1999 AJOUT
7500,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,00,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,non,
7510,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,10,INFLAMMATION A PREDOMINANCE LYMPHOCYTAIRE ET PLASMOCYTAIRE(SAI),INFLAMMATION A PREDOMINANCE LYMPHOCYTAIRE ET PLASMOCYTAIRE(SAI),oui,
7511,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,11,INFLAMMATION A LYMPHOCYTES (SAI),INFLAMMATION A LYMPHOCYTES (SAI),oui,
7513,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,13,HYPERPLASIE LYMPHOIDE DIFFUSE,HYPERPLASIE LYMPHOIDE DIFFUSE,non,
7514,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,14,HYPERPLASIE LYMPHOIDE NODULAIRE,HYPERPLASIE LYMPHOIDE NODULAIRE,non,
7515,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,15,HYPERPLASIE FOLLICULAIRE ZONE B DEPENDANTE,HYPERPLASIE FOLLICULAIRE ZONE B DEPENDANTE,non,
7516,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,16,HYPERPLASIE FOLLICULAIRE ET TRANSFORMATION PROGRESSIVE DES CENTRES GERMINATIFS,HYPERPLASIE FOLLICULAIRE ET TRANSFORMATION PROGRESSIVE DES CENTRES GERMINATIFS,non,1998 MODIF
7517,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,17,HYPERPLASIE FOLLICULAIRE AVEC FOLLICULOLYSE,HYPERPLASIE FOLLICULAIRE AVEC FOLLICULOLYSE,non,1998 AJOUT
7518,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,18,HYPERPLASIE DES ZONES T DEPENDANTE,HYPERPLASIE DES ZONES T DEPENDANTE,non,
7519,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,19,HYPERPLASIE FOLLICULAIRE ET PARACORTICALE,HYPERPLASIE FOLLICULAIRE ET PARACORTICALE,non,
7520,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,20,HYPERPLASIE DE LA ZONE DU MANTEAU,HYPERPLASIE DE LA ZONE DU MANTEAU,non,1998 AJOUT
7521,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,21,HYPERPLASIE IMMUNOBLASTIQUE (SAI),HYPERPLASIE IMMUNOBLASTIQUE (SAI),oui,1998 MODIF
7522,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,22,HYPERPLASIE IMMUNOBLASTIQUE B,HYPERPLASIE IMMUNOBLASTIQUE B,non,1998 AJOUT
7523,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,23,HYPERPLASIE DES CELLULES INTERDIGITEES,HYPERPLASIE DES CELLULES INTERDIGITEES,non,
7524,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,24,HYPERPLASIE IMMUNOBLASTIQUE T,HYPERPLASIE IMMUNOBLASTIQUE T,non,1998 AJOUT
7525,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,25,INFLAMMATION AVEC PLASMOCYTES OU PLASMOCYTOSE,INFLAMMATION AVEC PLASMOCYTES OU PLASMOCYTOSE,non,
7526,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,26,HYPERPLASIE IMMUNOBLASTIQUE B ET T,HYPERPLASIE IMMUNOBLASTIQUE B ET T,non,1998 AJOUT
7540,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,40,HISTIOCYTOSE (SAI) - INFLAMMATION HISTIOCYTAIRE ET MACROPHAGIQUE (SAI),HISTIOCYTOSE (SAI) - INFLAMMATION HISTIOCYTAIRE ET MACROPHAGIQUE (SAI),oui,1998 MODIF
7541,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,41,HISTIOCYTOSE SINUSALE (SAI),HISTIOCYTOSE SINUSALE (SAI),oui,1998 MODIF
7542,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,42,HYPERPLASIE A CELLULES B MONOCYTOIDES - HISTIOCYTOSE SINUSALE IMMATURE - LYMPHOCYTOSE B SINUSALE MONOCYTOIDE,HYPERPLASIE A CELLULES B MONOCYTOIDES - HISTIOCYTOSE SINUSALE IMMATURE - LYMPHOCYTOSE B SINUSALE MONOCYTOIDE,non,1998 MODIF
7543,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,43,HISTIOCYTOSE LIPOMELANIQUE,HISTIOCYTOSE LIPOMELANIQUE,non,1998 MODIF
7545,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,45,HISTIOCYTOSE HEMOPHAGOCYTAIRE,HISTIOCYTOSE HEMOPHAGOCYTAIRE,non,1998 MODIF
7546,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,46,ERYTHROPHAGOCYTOSE,ERYTHROPHAGOCYTOSE,non,1998 AJOUT
7547,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,47,"HISTIOCYTOSE SINUSALE DE DESTOMBES, ROSAI, DORFMAN","HISTIOCYTOSE SINUSALE DE DESTOMBES, ROSAI, DORFMAN",non,1998 MODIF
7548,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,48,HISTIOCYTOSE SINUSALE HEMOPHAGOCYTAIRE ASSOCIEE A UNE INFLAMMATION VIRALE,HISTIOCYTOSE SINUSALE HEMOPHAGOCYTAIRE ASSOCIEE A UNE INFLAMMATION VIRALE,non,1998 MODIF
7549,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,49,HISTIOCYTOSE BLEU MARINE - HISTIOCYTES BLEU DE MER,HISTIOCYTOSE BLEU MARINE - HISTIOCYTES BLEU DE MER,non,1998 AJOUT
7550,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,50,INFLAMMATION A POLYNUCLEAIRES EOSINOPHILES,INFLAMMATION A POLYNUCLEAIRES EOSINOPHILES,non,
7552,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,52,SYNDROME HYPEREOSINOPHILIQUE,SYNDROME HYPEREOSINOPHILIQUE,non,
7554,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,54,GRANULOME EOSINOPHILIQUE NON A CELLULES DE LANGERHANS,GRANULOME EOSINOPHILIQUE NON A CELLULES DE LANGERHANS,non,
7556,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,56,INFLAMMATION A POLYNUCLEAIRES EOSINOPHILES NON ALLERGIQUE,INFLAMMATION A POLYNUCLEAIRES EOSINOPHILES NON ALLERGIQUE,non,1997 AJOUT
7560,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,60,INFLAMMATION A MASTOCYTES,INFLAMMATION A MASTOCYTES,non,
7565,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,65,INFILTRATION PAR DES POLYNUCLEAIRES BASOPHILES - INFLAMMATION A POLYNUCLEAIRES BASOPHILES,INFILTRATION PAR DES POLYNUCLEAIRES BASOPHILES - INFLAMMATION A POLYNUCLEAIRES BASOPHILES,non,1998 AJOUT
7570,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,70,INFLAMMATION A CELLULES GEANTES - GRANULOME A CELLULES GEANTES,INFLAMMATION A CELLULES GEANTES - GRANULOME A CELLULES GEANTES,non,1998 AJOUT
7571,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,71,INFLAMMATION A CELLULES GEANTES D'ORIGINE LYMPHOIDE B,INFLAMMATION A CELLULES GEANTES D'ORIGINE LYMPHOIDE B,non,1998 AJOUT
7572,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,72,INFLAMMATION A CELLULES GEANTES D'ORIGINE LYMPHOIDE T,INFLAMMATION A CELLULES GEANTES D'ORIGINE LYMPHOIDE T,non,1998 AJOUT
7573,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,73,INFLAMMATION A CELLULES GEANTES D'ORIGINE FOLLICULAIRE DENDRITIQUE,INFLAMMATION A CELLULES GEANTES D'ORIGINE FOLLICULAIRE DENDRITIQUE,non,1998 AJOUT
7574,7,INFLAMMATION COMMUNE,75,INFLAMMATION COMMUNE A POPULATION CELLULAIRE PREDOMINANTE,74,INFLAMMATION A CELLULES GEANTES D'ORIGINE HISTIOCYTAIRE INFLAMMATION SUBAIGUE ET CHRONIQUE,INFLAMMATION A CELLULES GEANTES D'ORIGINE HISTIOCYTAIRE INFLAMMATION SUBAIGUE ET CHRONIQUE,non,1998 AJOUT
7600,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),00,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),oui,
7601,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),01,INFLAMMATION SUBAIGUE ET CHRONIQUE ECTASIANTE,INFLAMMATION SUBAIGUE ET CHRONIQUE ECTASIANTE,non,
7602,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),02,INFLAMMATION SUBAIGUE ET CHRONIQUE OBLITERANTE,INFLAMMATION SUBAIGUE ET CHRONIQUE OBLITERANTE,non,
7604,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),04,INFLAMMATION SUBAIGUE ET CHRONIQUE STENOSANTE,INFLAMMATION SUBAIGUE ET CHRONIQUE STENOSANTE,non,
7606,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),06,INFLAMMATION SUBAIGUE ET CHRONIQUE THROMBOSANTE,INFLAMMATION SUBAIGUE ET CHRONIQUE THROMBOSANTE,non,
7607,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),07,INFLAMMATION SUBAIGUE ET CHRONIQUE DES ENVELOPPES,INFLAMMATION SUBAIGUE ET CHRONIQUE DES ENVELOPPES,non,1997 AJOUT
7608,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),08,INFLAMMATION SUBAIGUE ET CHRONIQUE INTERSTITIELLE,INFLAMMATION SUBAIGUE ET CHRONIQUE INTERSTITIELLE,non,
7609,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),09,INFLAMMATION SUBAIGUE ET CHRONIQUE D'ORIGINE INDETERMINEE ET/OU NON CLASSABLE,INFLAMMATION SUBAIGUE ET CHRONIQUE D'ORIGINE INDETERMINEE ET/OU NON CLASSABLE,non,1997 AJOUT
7610,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),10,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE (SAI),INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE (SAI),oui,
7611,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),11,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE POST INFECTIEUSE,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE POST INFECTIEUSE,non,
7612,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),12,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE IATROGENE,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE IATROGENE,non,
7613,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),13,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE DYSIMMUNITAIRE,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE DYSIMMUNITAIRE,non,
7614,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),14,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE TOXIQUE,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE TOXIQUE,non,
7616,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),16,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE D'ORIGINE INDETERMINEE,INFLAMMATION SUBAIGUE ET CHRONIQUE PERSISTANTE D'ORIGINE INDETERMINEE,non,
7620,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),20,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE LOBULAIRE OU NON (SAI),INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE LOBULAIRE OU NON (SAI),oui,
7621,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),21,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE POST INFECTIEUSE,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE POST INFECTIEUSE,non,
7622,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),22,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE IATROGENE,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE IATROGENE,non,
7623,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),23,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE DYSIMMUNITAIRE,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE DYSIMMUNITAIRE,non,
7624,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),24,"INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE TOXIQUE (ALCOOL, ETC)","INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE TOXIQUE (ALCOOL, ETC)",non,
7626,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),26,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE D'ORIGINE INDETERMINEE,INFLAMMATION SUBAIGUE ET CHRONIQUE LEGERE D'ORIGINE INDETERMINEE,non,
7630,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),30,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE (SAI),INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE (SAI),oui,
7631,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),31,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE POST INFECTIEUSE,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE POST INFECTIEUSE,non,
7632,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),32,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE IATROGENE,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE IATROGENE,non,
7633,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),33,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE DYSIMMUNITAIRE,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE DYSIMMUNITAIRE,non,
7634,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),34,"INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE TOXIQUE (ALCOOL, ETC)","INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE TOXIQUE (ALCOOL, ETC)",non,
7636,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),36,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE D'ORIGINE INDETERMINEE,INFLAMMATION SUBAIGUE ET CHRONIQUE MODEREE D'ORIGINE INDETERMINEE,non,
7640,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),40,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE (SAI),INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE (SAI),oui,
7641,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),41,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE POST INFECTIEUSE,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE POST INFECTIEUSE,non,
7642,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),42,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE IATROGENE,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE IATROGENE,non,
7643,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),43,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE DYSIMMUNITAIRE,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE DYSIMMUNITAIRE,non,
7644,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),44,"INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE TOXIQUE (ALCOOL, ETC)","INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE TOXIQUE (ALCOOL, ETC)",non,
7646,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),46,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE D'ORIGINE INDETERMINEE,INFLAMMATION SUBAIGUE ET CHRONIQUE SEVERE D'ORIGINE INDETERMINEE,non,
7650,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),50,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE,non,
7651,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),51,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE POST INFECTIEUSE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE POST INFECTIEUSE,non,
7652,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),52,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE IATROGENE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE IATROGENE,non,
7653,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),53,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE DYSIMMUNITAIRE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE DYSIMMUNITAIRE,non,
7654,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),54,"INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE TOXIQUE (ALCOOL, ETC)","INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE TOXIQUE (ALCOOL, ETC)",non,
7656,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),56,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE D'ORIGINE INDETERMINEE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC FIBROSE MUTILANTE D'ORIGINE INDETERMINEE,non,
7660,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),60,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC HYPERPLASIE EPITHELIALE OU MESOTHELIALE (SAI),INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC HYPERPLASIE EPITHELIALE OU MESOTHELIALE (SAI),oui,
7661,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),61,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC HYPERPLASIE SIMPLE EPITHELIALE OU MESOTHELIALE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC HYPERPLASIE SIMPLE EPITHELIALE OU MESOTHELIALE,non,
7662,7,INFLAMMATION COMMUNE,76,INFLAMMATION SUBAIGUE ET CHRONIQUE (SAI),62,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC HYPERPLASIE PAPILLAIRE EPITHELIALE OU MESOTHELIALE,INFLAMMATION SUBAIGUE ET CHRONIQUE AVEC HYPERPLASIE PAPILLAIRE EPITHELIALE OU MESOTHELIALE,non,
